Cohort,Settlement Date,Family,Facility,Tank,TaskID,Inventory Date,Months since Set date,Total Animals,Mean SL (mm)
2021,6/30/2021,"GR52 X OR91, GR32",MCR,B36,Inventory_0,6/30/2021,0,6051,
2021,6/16/2021,GR41 X GR49,MCR,B18,Inventory_1,9/29/2021,3,0,
2021,6/16/2021,GR41 X GR49,MCR,B32,Inventory_1,9/29/2021,3,23,5.000
2021,6/16/2021,GR41 X GR49,MCR,C27,Inventory_1,9/29/2021,3,3,4.100
2021,6/30/2021,"GR52 X OR91, GR32",MCR,B36,Inventory_1,9/29/2021,3,7,3.367
2021,6/16/2021,GR41 X GR43,MCR,C38,Inventory_1,9/29/2021,3,350,5.100
2021,5/19/2021,GR19 X GR20,MCR,C26,Inventory_2,11/18/2021,5,72,11.238
2021,5/19/2021,"GR22 X GR20, OR52",MCR,C32,Inventory_2,11/18/2021,5,13,13.869
2021,5/19/2021,GR19 X OR52,MCR,C31,Inventory_2,11/18/2021,5,90,10.852
2021,5/19/2021,"GR38 X GR20, OR52",MCR,B38,Inventory_2,11/18/2021,5,104,10.141
2021,6/2/2021,"GR26 X GR05, GR11, OR60",MCR,C33,Inventory_2,11/18/2021,5,156,9.159
2021,6/2/2021,GR26 X OR97,MCR,C25,Inventory_2,11/18/2021,5,365,8.479
2021,6/16/2021,GR38 X GR35,MCR,B34,Inventory_2,12/22/2021,6,145,12.243
2021,6/16/2021,GR38 X GR49,MCR,B39,Inventory_2,12/22/2021,6,954,6.380
2021,6/16/2021,GR38 X GR49,MCR,C37,Inventory_2,12/22/2021,6,445,8.372
2021,6/16/2021,GR41 X GR43,MCR,C38,Inventory_2,12/22/2021,6,397,10.520
2021,6/16/2021,GR38 X GR46,MCR,B31,Inventory_2,12/22/2021,6,23,11.475
2021,6/30/2021,"GR52 X OR91, GR32",MCR,,Inventory_2,12/22/2021,5,0,
2021,6/16/2021,"GR41 X GR35, GR46, GR49",MCR,C23,Inventory_2,12/22/2021,6,62,9.727
2021,7/14/2021,GR26 X OR57,MCR,D11,Inventory_1,12/29/2021,5,2,5.700
2021,7/14/2021,GR26 X OR87,MCR,D13,Inventory_1,12/29/2021,5,15,8.410
2021,7/14/2021,GR26 X OR95,MCR,C28,Inventory_1,12/29/2021,5,5,6.117
2021,7/14/2021,GR37 X OR57,MCR,D18,Inventory_1,12/29/2021,5,29,8.700
2021,7/14/2021,GR51 X GR12,MCR,B25,Inventory_1,12/28/2021,5,116,6.860
2021,7/14/2021,GR51 X GR12,MCR,C30,Inventory_1,12/28/2021,5,12,8.020
2021,7/14/2021,GR51 X GR12,MCR,D12,Inventory_1,12/28/2021,5,23,4.360
2021,7/14/2021,GR51 X GR12,MCR,D02,Inventory_1,12/28/2021,5,24,4.360
2021,7/14/2021,GR51 X OR29,MCR,D10,Inventory_1,12/28/2021,5,1000,4.660
2021,7/14/2021,GR51 X OR29,MCR,D17,Inventory_1,12/28/2021,5,1000,5.660
2021,7/14/2021,GR51 X OR33,MCR,D05,Inventory_1,12/28/2021,5,28,5.400
2021,7/14/2021,GR51 X OR33,MCR,D09,Inventory_1,12/28/2021,5,2,4.850
2021,7/14/2021,GR51 X OR57,MCR,B17,Inventory_1,12/28/2021,5,159,7.033
2021,7/14/2021,GR51 X OR57,MCR,C36,Inventory_1,12/28/2021,5,2,8.000
2021,7/14/2021,GR51 X OR57,MCR,D06,Inventory_1,12/28/2021,5,23,6.620
2021,7/14/2021,GR51 X OR57,MCR,D14,Inventory_1,12/28/2021,5,16,8.120
2021,7/14/2021,GR51 X OR87,MCR,B05,Inventory_1,12/28/2021,5,,
2021,7/14/2021,GR51 X OR87,MCR,C19,Inventory_1,12/28/2021,5,90,7.080
2021,7/14/2021,GR51 X OR87,MCR,D08,Inventory_1,12/28/2021,5,22,4.600
2021,7/14/2021,GR51 X OR87,MCR,D15,Inventory_1,12/28/2021,5,21,6.980
2021,7/14/2021,GR51 X OR95,MCR,B20,Inventory_1,12/28/2021,5,43,9.420
2021,7/14/2021,GR51 X OR95,MCR,D01,Inventory_1,12/28/2021,5,35,6.160
2021,7/14/2021,GR51 X OR95,MCR,D03,Inventory_1,12/28/2021,5,8,5.120
2021,7/14/2021,GR51 X OR95,MCR,D07,Inventory_1,12/28/2021,5,12,6.020
2021,7/14/2021,GR51 X OR95,MCR,D16,Inventory_1,12/28/2021,5,213,7.300
2021,7/14/2021,GR51 X OR87  (Mixed 2020),MCR,B05,Inventory_1,1/4/2022,5,71,
2021,6/2/2021,GR26 X OR97,MCR,C25,,1/4/2022,7,327,10.400
2021,5/19/2021,GR19 X GR20,MCR,C26,,1/4/2022,7,72,14.147
2021,5/19/2021,GR19 X OR52,MCR,C31,,1/4/2022,7,94,14.747
2021,5/19/2021,"GR38 X GR20, OR52",MCR,B38,,1/4/2022,7,96,13.507
2021,5/19/2021,"GR22 X GR20, OR52",MCR,C32,,1/4/2022,7,14,17.486
2021,6/2/2021,"GR26 X GR05, GR11, OR60",MCR,C33,,1/4/2022,7,148,12.953
2021,5/19/2021,GR19 X OR52,MCR,C31,Inventory_4,2/17/2022,8,91,15.863
2021,6/16/2021,GR38 X GR46,MCR,B31,Inventory_4,2/17/2022,8,18,16.440
2021,5/19/2021,"GR22 X GR20, OR52",MCR,C32,Inventory_4,2/17/2022,8,11,23.070
2021,6/2/2021,"GR26 X GR05, GR11, OR60",MCR,C33,Inventory_4,2/17/2022,8,139,16.080
2021,6/16/2021,"GR41 X GR35, GR46, GR49",MCR,C23,Inventory_4,2/17/2022,8,71,11.320
2021,7/14/2021,GR51 X OR57,MCR,C35,Inventory_4,2/17/2022,7,182,10.180
2021,6/2/2021,GR26 X OR97,MCR,C25,Inventory_4,2/17/2022,8,308,12.660
2021,6/16/2021,GR38 X GR35,MCR,B34,Inventory_4,2/18/2022,8,136,16.260
2021,7/14/2021,GR51 X OR87,MCR,B36,Inventory_4,2/17/2022,7,33,12.370
2021,5/19/2021,GR19 X GR20,MCR,C26,Inventory_4,2/17/2022,8,67,18.020
2021,6/16/2021,GR38 X GR49,MCR,C37,Inventory_4,2/17/2022,8,350,7.010
2021,6/16/2021,GR41 X GR43,MCR,C38,Inventory_4,2/17/2022,8,304,12.950
2021,7/14/2021,"GR26, GR37 X OR57, OR87, OR95",MCR,C28,Inventory_4,2/17/2022,7,46,12.740
2021,7/14/2021,GR51 X OR95,MCR,C39,Inventory_4,2/17/2022,7,205,10.213
2021,7/14/2021,GR51 X OR29,MCR,C40,Inventory_4,2/17/2022,7,218,10.010
2021,7/14/2021,GR51 X GR12,MCR,C30,Inventory_4,2/17/2022,7,168,9.450
2021,5/19/2021,"GR38 X GR20, OR52",MCR,B38,Inventory_4,2/17/2022,8,88,19.890
2021,6/16/2021,GR38 X GR49,MCR,B39,Inventory_4,2/17/2022,8,1000,10.030
2021,7/14/2021,GR51 X OR33,MCR,D05,Inventory_4,2/17/2022,7,28,6.705
2021,7/14/2021,GR51 X OR95,MCR,B40,Inventory_4,2/17/2022,7,96,13.020
2021,7/14/2021,GR51 X OR29,MCR,D10,Inventory_4,2/17/2022,7,400,3.730
2021,7/14/2021,GR51 X OR29,MCR,D17,Inventory_4,2/17/2022,7,600,5.570
2021,7/14/2021,GR51 X OR87,MCR,C19,Inventory_4,2/17/2022,7,91,9.940
